"","ensembl_gene_id","hgnc_symbol","description","gene_biotype"
"19437","ENSG00000276070","CCL4L2","C-C motif chemokine ligand 4 like 2","protein_coding"
"19438","ENSG00000276085","CCL3L3","C-C motif chemokine ligand 3 like 3","protein_coding"
"19439","ENSG00000276087","","novel transcript","protein_coding"
"19440","ENSG00000276119","OR13C2","olfactory receptor family 13 subfamily C member 2","protein_coding"
"19441","ENSG00000276180","H4C9","H4 clustered histone 9","protein_coding"
"19442","ENSG00000276231","PIK3R6","phosphoinositide-3-kinase regulatory subunit 6","protein_coding"
"19443","ENSG00000276234","TADA2A","transcriptional adaptor 2A","protein_coding"
"19444","ENSG00000276240","OR4E1","olfactory receptor family 4 subfamily E member 1","protein_coding"
"19445","ENSG00000276256","",NA,"protein_coding"
"19446","ENSG00000276293","PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase type 2 beta","protein_coding"
"19447","ENSG00000276302","","novel protein","protein_coding"
"19448","ENSG00000276345","",NA,"protein_coding"
"19449","ENSG00000276368","H2AC14","H2A clustered histone 14","protein_coding"
"19450","ENSG00000276380","UBE2NL","ubiquitin conjugating enzyme E2 N like (gene/pseudogene)","protein_coding"
"19451","ENSG00000276409","CCL14","C-C motif chemokine ligand 14","protein_coding"
"19452","ENSG00000276410","H2BC3","H2B clustered histone 3","protein_coding"
"19453","ENSG00000276418","","novel protein, TPD52-MRPS28 readthrough","protein_coding"
"19454","ENSG00000276430","FAM25C","family with sequence similarity 25 member C","protein_coding"
"19455","ENSG00000276490","","novel transcript","protein_coding"
"19456","ENSG00000276547","PCDHGB5","protocadherin gamma subfamily B, 5","protein_coding"
"19457","ENSG00000276581","SPATA31A5","SPATA31 subfamily A member 5","protein_coding"
"19458","ENSG00000276600","RAB7B","RAB7B, member RAS oncogene family","protein_coding"
"19459","ENSG00000276644","DACH1","dachshund family transcription factor 1","protein_coding"
"19460","ENSG00000276747","PADI6","peptidyl arginine deiminase 6","protein_coding"
"19461","ENSG00000276760","",NA,"protein_coding"
"19462","ENSG00000276903","H2AC16","H2A clustered histone 16","protein_coding"
"19463","ENSG00000276950","GSTT4","glutathione S-transferase theta 4","protein_coding"
"19464","ENSG00000276966","H4C5","H4 clustered histone 5","protein_coding"
"19465","ENSG00000277058","HNRNPCL3","heterogeneous nuclear ribonucleoprotein C like 3","protein_coding"
"19466","ENSG00000277075","H2AC8","H2A clustered histone 8","protein_coding"
"19467","ENSG00000277149","TYW1B","tRNA-yW synthesizing protein 1 homolog B","protein_coding"
"19468","ENSG00000277150","F8A3","coagulation factor VIII associated 3","protein_coding"
"19469","ENSG00000277157","H4C4","H4 clustered histone 4","protein_coding"
"19470","ENSG00000277161","PIGW","phosphatidylinositol glycan anchor biosynthesis class W","protein_coding"
"19471","ENSG00000277196","","proline dehydrogenase 1","protein_coding"
"19472","ENSG00000277200","CCDC92B","coiled-coil domain containing 92B","protein_coding"
"19473","ENSG00000277224","H2BC7","H2B clustered histone 7","protein_coding"
"19474","ENSG00000277258","PCGF2","polycomb group ring finger 2","protein_coding"
"19475","ENSG00000277322","GOLGA6L6","golgin A6 family like 6","protein_coding"
"19476","ENSG00000277363","SRCIN1","SRC kinase signaling inhibitor 1","protein_coding"
"19477","ENSG00000277399","GPR179","G protein-coupled receptor 179","protein_coding"
"19478","ENSG00000277400","",NA,"protein_coding"
"19479","ENSG00000277443","MARCKS","myristoylated alanine rich protein kinase C substrate","protein_coding"
"19480","ENSG00000277462","ZNF670","zinc finger protein 670","protein_coding"
"19481","ENSG00000277475","",NA,"protein_coding"
"19482","ENSG00000277481","PKD1L3","polycystin 1 like 3, transient receptor potential channel interacting","protein_coding"
"19483","ENSG00000277494","GPIHBP1","glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1","protein_coding"
"19484","ENSG00000277531","PNMA8C","PNMA family member 8C","protein_coding"
"19485","ENSG00000277535","CT47C1","cancer/testis antigen family 47 member C1","protein_coding"
"19486","ENSG00000277556","OR13C5","olfactory receptor family 13 subfamily C member 5","protein_coding"
"19487","ENSG00000277586","NEFL","neurofilament light chain","protein_coding"
"19488","ENSG00000277611","","novel protein","protein_coding"
"19489","ENSG00000277630","",NA,"protein_coding"
"19490","ENSG00000277632","CCL3","C-C motif chemokine ligand 3","protein_coding"
"19491","ENSG00000277639","CHD9NB","CHD9 neighbor","protein_coding"
"19492","ENSG00000277745","H2AB3","H2A.B variant histone 3","protein_coding"
"19493","ENSG00000277758","SYT15B","synaptotagmin 15B","protein_coding"
"19494","ENSG00000277775","H3C7","H3 clustered histone 7","protein_coding"
"19495","ENSG00000277791","PSMB3","proteasome 20S subunit beta 3","protein_coding"
"19496","ENSG00000277836","",NA,"protein_coding"
"19497","ENSG00000277856","",NA,"protein_coding"
"19498","ENSG00000277858","H2AB2","H2A.B variant histone 2","protein_coding"
"19499","ENSG00000277865","GOLGA6L22","golgin A6 family like 22","protein_coding"
"19500","ENSG00000277893","SRD5A2","steroid 5 alpha-reductase 2","protein_coding"
"19501","ENSG00000277932","OR52E5","olfactory receptor family 52 subfamily E member 5","protein_coding"
"19502","ENSG00000277957","SENP3-EIF4A1","SENP3-EIF4A1 readthrough (NMD candidate)","protein_coding"
"19503","ENSG00000277971","","novel protein","protein_coding"
"19504","ENSG00000277972","CISD3","CDGSH iron sulfur domain 3","protein_coding"
"19505","ENSG00000278023","RDM1","RAD52 motif containing 1","protein_coding"
"19506","ENSG00000278053","DDX52","DExD-box helicase 52","protein_coding"
"19507","ENSG00000278057","TEX28","testis expressed 28","protein_coding"
"19508","ENSG00000278085","CT45A8","cancer/testis antigen family 45 member A8","protein_coding"
"19509","ENSG00000278129","ZNF8","zinc finger protein 8","protein_coding"
"19510","ENSG00000278139","P3R3URF-PIK3R3","P3R3URF-PIK3R3 readthrough","protein_coding"
"19511","ENSG00000278195","SSTR3","somatostatin receptor 3","protein_coding"
"19512","ENSG00000278224","PRICKLE4","prickle planar cell polarity protein 4","protein_coding"
"19513","ENSG00000278259","MYO19","myosin XIX","protein_coding"
"19514","ENSG00000278289","CT45A6","cancer/testis antigen family 45 member A6","protein_coding"
"19515","ENSG00000278299","TBC1D3C","TBC1 domain family member 3C","protein_coding"
"19516","ENSG00000278311","GGNBP2","gametogenetin binding protein 2","protein_coding"
"19517","ENSG00000278318","ZNF229","zinc finger protein 229","protein_coding"
"19518","ENSG00000278384","",NA,"protein_coding"
"19519","ENSG00000278463","H2AC4","H2A clustered histone 4","protein_coding"
"19520","ENSG00000278505","C17orf78","chromosome 17 open reading frame 78","protein_coding"
"19521","ENSG00000278522","POTEB3","POTE ankyrin domain family member B3","protein_coding"
"19522","ENSG00000278535","DHRS11","dehydrogenase/reductase 11","protein_coding"
"19523","ENSG00000278540","ACACA","acetyl-CoA carboxylase alpha","protein_coding"
"19524","ENSG00000278558","TMEM191B","transmembrane protein 191B","protein_coding"
"19525","ENSG00000278570","NR2E3","nuclear receptor subfamily 2 group E member 3","protein_coding"
"19526","ENSG00000278588","H2BC10","H2B clustered histone 10","protein_coding"
"19527","ENSG00000278599","TBC1D3E","TBC1 domain family member 3E","protein_coding"
"19528","ENSG00000278615","C11orf98","chromosome 11 open reading frame 98","protein_coding"
"19529","ENSG00000278619","MRM1","mitochondrial rRNA methyltransferase 1","protein_coding"
"19530","ENSG00000278633","",NA,"protein_coding"
"19531","ENSG00000278637","H4C1","H4 clustered histone 1","protein_coding"
"19532","ENSG00000278646","","novel protein similar to cancer/testis antigen family 47, member A12 (CT47A12)","protein_coding"
"19533","ENSG00000278662","GOLGA6L10","golgin A6 family like 10","protein_coding"
"19534","ENSG00000278677","H2AC17","H2A clustered histone 17","protein_coding"
"19535","ENSG00000278685","IQCA1L","IQ motif containing with AAA domain 1 like","protein_coding"
"19536","ENSG00000278704","",NA,"protein_coding"
"19537","ENSG00000278705","H4C2","H4 clustered histone 2","protein_coding"
"19538","ENSG00000278803","PWWP4","PWWP domain containing 4","protein_coding"
"19539","ENSG00000278817","",NA,"protein_coding"
"19540","ENSG00000278828","H3C10","H3 clustered histone 10","protein_coding"
"19541","ENSG00000278845","MRPL45","mitochondrial ribosomal protein L45","protein_coding"
"19542","ENSG00000278848","TP53TG3F","TP53 target 3 family member F","protein_coding"
"19543","ENSG00000278870","OR51G1","olfactory receptor family 51 subfamily G member 1","protein_coding"
"19544","ENSG00000278889","OR2S2","olfactory receptor family 2 subfamily S member 2","protein_coding"
"19545","ENSG00000279000","OR10A6","olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)","protein_coding"
"19546","ENSG00000279012","OR51B2","olfactory receptor family 51 subfamily B member 2","protein_coding"
"19547","ENSG00000279051","OR6Q1","olfactory receptor family 6 subfamily Q member 1","protein_coding"
"19548","ENSG00000279073","","novel protein","protein_coding"
"19549","ENSG00000279111","OR10X1","olfactory receptor family 10 subfamily X member 1","protein_coding"
"19550","ENSG00000279116","OR8D2","olfactory receptor family 8 subfamily D member 2","protein_coding"
"19551","ENSG00000279169","PRAMEF13","PRAME family member 13","protein_coding"
"19552","ENSG00000279170","TSTD3","thiosulfate sulfurtransferase like domain containing 3","protein_coding"
"19553","ENSG00000279263","OR2L8","olfactory receptor family 2 subfamily L member 8","protein_coding"
"19554","ENSG00000279270","OR52R1","olfactory receptor family 52 subfamily R member 1","protein_coding"
"19555","ENSG00000279301","OR2T11","olfactory receptor family 2 subfamily T member 11","protein_coding"
"19556","ENSG00000279395","OR5L1","olfactory receptor family 5 subfamily L member 1","protein_coding"
"19557","ENSG00000279408","OR4N4C","olfactory receptor family 4 subfamily N member 4C","protein_coding"
"19558","ENSG00000279486","OR2AG1","olfactory receptor family 2 subfamily AG member 1","protein_coding"
"19559","ENSG00000279514","OR4C16","olfactory receptor family 4 subfamily C member 16","protein_coding"
"19560","ENSG00000279686","","novel transcript","protein_coding"
"19561","ENSG00000279761","OR5D13","olfactory receptor family 5 subfamily D member 13","protein_coding"
"19562","ENSG00000279782","PPIAL4F","peptidylprolyl isomerase A like 4F","protein_coding"
"19563","ENSG00000279804","PRAMEF18","PRAME family member 18","protein_coding"
"19564","ENSG00000279956","","novel transcript","protein_coding"
"19565","ENSG00000279961","OR8U3","olfactory receptor family 8 subfamily U member 3","protein_coding"
"19566","ENSG00000279983","","novel protein","protein_coding"
"19567","ENSG00000280021","OR51F1","olfactory receptor family 51 subfamily F member 1","protein_coding"
"19568","ENSG00000280090","OR8B4","olfactory receptor family 8 subfamily B member 4","protein_coding"
"19569","ENSG00000280094","OR1B1","olfactory receptor family 1 subfamily B member 1","protein_coding"
"19570","ENSG00000280148","","novel transcript","protein_coding"
"19571","ENSG00000280165","PCDH20","protocadherin 20","protein_coding"
"19572","ENSG00000280204","OR1S1","olfactory receptor family 1 subfamily S member 1","protein_coding"
"19573","ENSG00000280236","OR12D2","olfactory receptor family 12 subfamily D member 2","protein_coding"
"19574","ENSG00000280267","PRAMEF26","PRAME family member 26","protein_coding"
"19575","ENSG00000280314","OR8K3","olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)","protein_coding"
"19576","ENSG00000280537","","novel protein, SLC23A3-NHEJ1 readthrough","protein_coding"
"19577","ENSG00000280571","","novel protein","protein_coding"
"19578","ENSG00000280670","CCDC163","CCDC163 homolog","protein_coding"
"19579","ENSG00000280709","LINC02203","long intergenic non-protein coding RNA 2203","protein_coding"
"19580","ENSG00000280778","","novel protein, lncRNA-POLR3GL readthrough","protein_coding"
"19581","ENSG00000280789","PAGR1","PAXIP1 associated glutamate rich protein 1","protein_coding"
"19582","ENSG00000280893","","novel transcript","protein_coding"
"19583","ENSG00000280969","RPS4Y2","ribosomal protein S4 Y-linked 2","protein_coding"
"19584","ENSG00000280987","","matrin 3","protein_coding"
"19585","ENSG00000281039","","novel protein","protein_coding"
"19586","ENSG00000281106","TMEM272","transmembrane protein 272","protein_coding"
"19587","ENSG00000281348","","novel protein","protein_coding"
"19588","ENSG00000281406","BLACAT1","BLACAT1 overlapping LEMD1 locus","protein_coding"
"19589","ENSG00000281593","","novel protein, ZNRF2-LINC01176 readthrough","protein_coding"
"19590","ENSG00000281613","","novel ret finger protein-like 4B","protein_coding"
"19591","ENSG00000281883","","novel transcript","protein_coding"
"19592","ENSG00000281887","GIMAP1-GIMAP5","GIMAP1-GIMAP5 readthrough","protein_coding"
"19593","ENSG00000281938","","novel transcript","protein_coding"
"19594","ENSG00000281991","TMEM265","transmembrane protein 265","protein_coding"
"19595","ENSG00000282034","","novel transcript","protein_coding"
"19596","ENSG00000282218","","novel protein, GOPC-ROS1 readthrough","protein_coding"
"19597","ENSG00000282278","","novel FIP1L1-PDGFRA fusion protein","protein_coding"
"19598","ENSG00000282301","CYP3A7-CYP3A51P","CYP3A7-CYP3A51P readthrough","protein_coding"
"19599","ENSG00000282419","TEX13D","TEX13 family member D","protein_coding"
"19600","ENSG00000282608","ADORA3","adenosine A3 receptor","protein_coding"
"19601","ENSG00000282757","DUXB","double homeobox B","protein_coding"
"19602","ENSG00000282804","","novel protein","protein_coding"
"19603","ENSG00000282815","TEX13C","TEX13 family member C","protein_coding"
"19604","ENSG00000282872","C1orf232","chromosome 1 open reading frame 230","protein_coding"
"19605","ENSG00000282881","TMEM275","transmembrane protein 275","protein_coding"
"19606","ENSG00000282933","RHOXF1P3","Rhox homeobox family member 1 pseudogene 3","protein_coding"
"19607","ENSG00000282936","","novel protein","protein_coding"
"19608","ENSG00000282988","","novel protein","protein_coding"
"19609","ENSG00000283039","KLF18","KLF transcription factor 18","protein_coding"
"19610","ENSG00000283071","LBHD2","LBH domain containing 2","protein_coding"
"19611","ENSG00000283093","CENPVL2","centromere protein V like 2","protein_coding"
"19612","ENSG00000283128","","novel protein","protein_coding"
"19613","ENSG00000283149","","novel protein","protein_coding"
"19614","ENSG00000283154","IQCJ-SCHIP1","IQCJ-SCHIP1 readthrough","protein_coding"
"19615","ENSG00000283189","","novel protein","protein_coding"
"19616","ENSG00000283199","C13orf46","chromosome 13 open reading frame 46","protein_coding"
"19617","ENSG00000283201","ZNF724","zinc finger protein 724","protein_coding"
"19618","ENSG00000283205","","novel protein","protein_coding"
"19619","ENSG00000283208","","novel protein","protein_coding"
"19620","ENSG00000283227","SPRR5","small proline rich protein 5","protein_coding"
"19621","ENSG00000283228","","novel transcript","protein_coding"
"19622","ENSG00000283239","","KBTBD11 overlapping transcript 1","protein_coding"
"19623","ENSG00000283247","CCDC201","coiled-coil domain containing 201","protein_coding"
"19624","ENSG00000283267","FAM237B","family with sequence similarity 237 member B","protein_coding"
"19625","ENSG00000283268","TEX54","testis expressed 54","protein_coding"
"19626","ENSG00000283288","SMIM33","small integral membrane protein 33","protein_coding"
"19627","ENSG00000283297","TEX52","testis expressed 52","protein_coding"
"19628","ENSG00000283321","","novel protein","protein_coding"
"19629","ENSG00000283324","CTXND2","cortexin domain containing 2","protein_coding"
"19630","ENSG00000283329","FAM240B","family with sequence similarity 240 member B","protein_coding"
"19631","ENSG00000283361","CFAP97D2","CFAP97 domain containing 2","protein_coding"
"19632","ENSG00000283378","CNTNAP3C","contactin associated protein family member 3C","protein_coding"
"19633","ENSG00000283428","CCDC195","coiled-coil domain containing 195","protein_coding"
"19634","ENSG00000283434","CSNKA2IP","casein kinase 2 subunit alpha' interacting protein","protein_coding"
"19635","ENSG00000283439","SPEM3","SPEM family member 3","protein_coding"
"19636","ENSG00000283463","HSFX4","heat shock transcription factor family, X-linked member 4","protein_coding"
"19637","ENSG00000283473","FAM240A","family with sequence similarity 240 member A","protein_coding"
"19638","ENSG00000283496","ZNF511-PRAP1","ZNF511-PRAP1 readthrough","protein_coding"
"19639","ENSG00000283515","","novel protein","protein_coding"
"19640","ENSG00000283516","LITAFD","LITAF domain containing","protein_coding"
"19641","ENSG00000283526","PRRT1B","proline rich transmembrane protein 1B","protein_coding"
"19642","ENSG00000283528","TCAF2C","TRPM8 channel associated factor 2C","protein_coding"
"19643","ENSG00000283536","","novel protein","protein_coding"
"19644","ENSG00000283563","","novel protein","protein_coding"
"19645","ENSG00000283567","C19orf85","chromosome 19 open reading frame 85","protein_coding"
"19646","ENSG00000283580","","novel protein","protein_coding"
"19647","ENSG00000283594","FAM236C","family with sequence similarity 236 member C","protein_coding"
"19648","ENSG00000283599","","novel protein similar to CXorf49","protein_coding"
"19649","ENSG00000283632","EXOC3L2","exocyst complex component 3 like 2","protein_coding"
"19650","ENSG00000283644","ETDC","embryonic testis differentiation homolog C","protein_coding"
"19651","ENSG00000283654","CIROP","ciliated left-right organizer metallopeptidase","protein_coding"
"19652","ENSG00000283663","","novel transcript","protein_coding"
"19653","ENSG00000283683","MYOCOS","myocilin opposite strand","protein_coding"
"19654","ENSG00000283697","HSFX3","heat shock transcription factor family, X-linked member 3","protein_coding"
"19655","ENSG00000283703","VSIG10L2","V-set and immunoglobulin domain containing 10 like 2","protein_coding"
"19656","ENSG00000283706","PRSS50","serine protease 50","protein_coding"
"19657","ENSG00000283740","TAF11L11","TATA-box binding protein associated factor 11 like 11","protein_coding"
"19658","ENSG00000283755","CPHXL","cytoplasmic polyadenylated homeobox like","protein_coding"
"19659","ENSG00000283758","PMIS2","PMIS2 transmembrane protein","protein_coding"
"19660","ENSG00000283761","","novel protein","protein_coding"
"19661","ENSG00000283765","","novel protein","protein_coding"
"19662","ENSG00000283776","TAF11L13","TATA-box binding protein associated factor 11 like 13","protein_coding"
"19663","ENSG00000283782","","novel protein","protein_coding"
"19664","ENSG00000283787","PRR33","proline rich 33","protein_coding"
"19665","ENSG00000283809","","novel protein","protein_coding"
"19666","ENSG00000283873","SSU72L4","SSU72 like 4","protein_coding"
"19667","ENSG00000283877","","novel transcript","protein_coding"
"19668","ENSG00000283900","TPTEP2-CSNK1E","TPTEP2-CSNK1E readthrough","protein_coding"
"19669","ENSG00000283930","PLD5P1","PLD5 pseudogene 1","protein_coding"
"19670","ENSG00000283952","","novel protein","protein_coding"
"19671","ENSG00000283967","TAF11L8","TATA-box binding protein associated factor 11 like 8","protein_coding"
"19672","ENSG00000283977","","novel transcript","protein_coding"
"19673","ENSG00000283980","GNG14","G protein subunit gamma 14","protein_coding"
"19674","ENSG00000283988","TAF11L9","TATA-box binding protein associated factor 11 like 9","protein_coding"
"19675","ENSG00000283992","SLURP2","secreted LY6/PLAUR domain containing 2","protein_coding"
"19676","ENSG00000284018","SSU72L5","SSU72 like 5","protein_coding"
"19677","ENSG00000284024","MSANTD7","Myb/SANT DNA binding domain containing 7","protein_coding"
"19678","ENSG00000284042","TAF11L6","TATA-box binding protein associated factor 11 like 6","protein_coding"
"19679","ENSG00000284057","","novel protein, C11orf54-MED17 readthrough","protein_coding"
"19680","ENSG00000284130","TUBA3FP","tubulin alpha 3f pseudogene","protein_coding"
"19681","ENSG00000284188","C1orf202","chromosome 1 open reading frame 202","protein_coding"
"19682","ENSG00000284194","SCO2","synthesis of cytochrome C oxidase 2","protein_coding"
"19683","ENSG00000284209","CCNYL1B","cyclin Y like 1B","protein_coding"
"19684","ENSG00000284234","TAF11L5","TATA-box binding protein associated factor 11 like 5","protein_coding"
"19685","ENSG00000284283","TAF11L4","TATA-box binding protein associated factor 11 like 4","protein_coding"
"19686","ENSG00000284292","","novel protein, ARPC1A and ARPC1B readthrough","protein_coding"
"19687","ENSG00000284306","SSU72L2","SSU72 like 2","protein_coding"
"19688","ENSG00000284308","C2orf81","chromosome 2 open reading frame 81","protein_coding"
"19689","ENSG00000284337","","novel transcript","protein_coding"
"19690","ENSG00000284341","","novel transcript","protein_coding"
"19691","ENSG00000284356","TAF11L10","TATA-box binding protein associated factor 11 like 10","protein_coding"
"19692","ENSG00000284373","TAF11L2","TATA-box binding protein associated factor 11 like 2","protein_coding"
"19693","ENSG00000284393","","novel protein","protein_coding"
"19694","ENSG00000284395","PERCC1","proline and glutamate rich with coiled coil 1","protein_coding"
"19695","ENSG00000284431","","novel protein","protein_coding"
"19696","ENSG00000284438","SSU72L1","SSU72 like 1","protein_coding"
"19697","ENSG00000284439","TAF11L3","TATA-box binding protein associated factor 11 like 3","protein_coding"
"19698","ENSG00000284461","","novel transcript","protein_coding"
"19699","ENSG00000284465","TAF11L7","TATA-box binding protein associated factor 11 like 7","protein_coding"
"19700","ENSG00000284479","SMIM39","small integral membrane protein 39","protein_coding"
"19701","ENSG00000284484","CPHXL2","cytoplasmic polyadenylated homeobox like 2","protein_coding"
"19702","ENSG00000284491","THSD8","thrombospondin type 1 domain containing 8","protein_coding"
"19703","ENSG00000284505","LYNX1-SLURP2","LYNX1-SLURP2 readthrough","protein_coding"
"19704","ENSG00000284512","","novel protein","protein_coding"
"19705","ENSG00000284526","","novel protein","protein_coding"
"19706","ENSG00000284546","SSU72L3","SSU72 like 3","protein_coding"
"19707","ENSG00000284554","","novel protein","protein_coding"
"19708","ENSG00000284609","OR8B3","olfactory receptor family 8 subfamily B member 3","protein_coding"
"19709","ENSG00000284622","SCYGR10","small cysteine and glycine repeat containing 10 (gene/pseudogene)","protein_coding"
"19710","ENSG00000284626","","novel protein","protein_coding"
"19711","ENSG00000284629","SCYGR1","small cysteine and glycine repeat containing 1","protein_coding"
"19712","ENSG00000284631","SCYGR4","small cysteine and glycine repeat containing 4","protein_coding"
"19713","ENSG00000284635","SCYGR8","small cysteine and glycine repeat containing 8","protein_coding"
"19714","ENSG00000284638","SMIM44","small integral membrane protein 44","protein_coding"
"19715","ENSG00000284643","SCYGR2","small cysteine and glycine repeat containing 2","protein_coding"
"19716","ENSG00000284662","OR4F16","olfactory receptor family 4 subfamily F member 16","protein_coding"
"19717","ENSG00000284667","SCYGR5","small cysteine and glycine repeat containing 5","protein_coding"
"19718","ENSG00000284680","OR8B2","olfactory receptor family 8 subfamily B member 2","protein_coding"
"19719","ENSG00000284684","","novel protein","protein_coding"
"19720","ENSG00000284686","","novel transcript","protein_coding"
"19721","ENSG00000284690","CD300H","CD300H molecule (gene/pseudogene)","protein_coding"
"19722","ENSG00000284691","","novel zinc finger protein","protein_coding"
"19723","ENSG00000284695","","novel protein","protein_coding"
"19724","ENSG00000284701","TMEM247","transmembrane protein 247","protein_coding"
"19725","ENSG00000284704","SCYGR3","small cysteine and glycine repeat containing 3","protein_coding"
"19726","ENSG00000284713","SMIM38","small integral membrane protein 38","protein_coding"
"19727","ENSG00000284718","SCYGR7","small cysteine and glycine repeat containing 7","protein_coding"
"19728","ENSG00000284723","OR8S1","olfactory receptor family 8 subfamily S member 1","protein_coding"
"19729","ENSG00000284725","SCYGR6","small cysteine and glycine repeat containing 6","protein_coding"
"19730","ENSG00000284730","TMDD1","transmembrane and death domain 1","protein_coding"
"19731","ENSG00000284732","","novel olfactory receptor","protein_coding"
"19732","ENSG00000284733","OR4F29","olfactory receptor family 4 subfamily F member 29","protein_coding"
"19733","ENSG00000284753","EEF1AKMT4","EEF1A lysine methyltransferase 4","protein_coding"
"19734","ENSG00000284762","","phosphodiesterase 8B","protein_coding"
"19735","ENSG00000284770","TBCE","tubulin folding cofactor E","protein_coding"
"19736","ENSG00000284772","","novel transcript","protein_coding"
"19737","ENSG00000284773","","novel protein","protein_coding"
"19738","ENSG00000284776","","novel protein","protein_coding"
"19739","ENSG00000284779","","novel protein","protein_coding"
"19740","ENSG00000284791","SMIM41","small integral membrane protein 41","protein_coding"
"19741","ENSG00000284797","CIST1","colon, intestine and stomach enriched 1","protein_coding"
"19742","ENSG00000284800","","novel transcript","protein_coding"
"19743","ENSG00000284820","","novel protein","protein_coding"
"19744","ENSG00000284844","TOMT","transmembrane O-methyltransferase","protein_coding"
"19745","ENSG00000284862","CCDC39","coiled-coil domain containing 39","protein_coding"
"19746","ENSG00000284873","OOSP1","oocyte secreted protein 1","protein_coding"
"19747","ENSG00000284874","","novel transcript","protein_coding"
"19748","ENSG00000284895","","novel protein","protein_coding"
"19749","ENSG00000284906","","novel protein","protein_coding"
"19750","ENSG00000284917","EEF1AKMT4-ECE2","EEF1AKMT4-ECE2 readthrough","protein_coding"
"19751","ENSG00000284922","LRTOMT","leucine rich transmembrane and O-methyltransferase domain containing","protein_coding"
"19752","ENSG00000284931","","novel protein","protein_coding"
"19753","ENSG00000284934","",NA,"protein_coding"
"19754","ENSG00000284946","","novel protein","protein_coding"
"19755","ENSG00000284952","","novel transcript","protein_coding"
"19756","ENSG00000284956","","novel protein","protein_coding"
"19757","ENSG00000284969","","novel protein","protein_coding"
"19758","ENSG00000284976","","novel RING finger protein","protein_coding"
"19759","ENSG00000284981","UPK3BL2","uroplakin 3B like 2","protein_coding"
"19760","ENSG00000284987","","novel transcript","protein_coding"
"19761","ENSG00000284989","","novel transcript","protein_coding"
"19762","ENSG00000285000","","novel protein, AGGF1-ZBED3-AS1 readthrough","protein_coding"
"19763","ENSG00000285010","OOSP4A","oocyte secreted protein family member 4A","protein_coding"
"19764","ENSG00000285025","","mitochondrial elongation factor 1 upstream open reading frame","protein_coding"
"19765","ENSG00000285043","","novel protein","protein_coding"
"19766","ENSG00000285053","","novel protein, GGPS1-TBCE readthrough","protein_coding"
"19767","ENSG00000285064","","novel protein","protein_coding"
"19768","ENSG00000285077","ARHGAP11B","Rho GTPase activating protein 11B","protein_coding"
"19769","ENSG00000285082","","novel protein","protein_coding"
"19770","ENSG00000285085","","novel protein","protein_coding"
"19771","ENSG00000285130","","novel protein","protein_coding"
"19772","ENSG00000285133","","novel protein","protein_coding"
"19773","ENSG00000285171","","novel protein, IL2RG-CXorf65 readthrough","protein_coding"
"19774","ENSG00000285188","","phosphodiesterase 4C","protein_coding"
"19775","ENSG00000285218","","novel protein","protein_coding"
"19776","ENSG00000285231","OOSP3","oocyte secreted protein family member 3","protein_coding"
"19777","ENSG00000285238","","novel transcript","protein_coding"
"19778","ENSG00000285245","","novel protein","protein_coding"
"19779","ENSG00000285253","","novel protein","protein_coding"
"19780","ENSG00000285269","","novel transcript, SLC35D2-HSD17B3 readthrough","protein_coding"
"19781","ENSG00000285283","","novel protein","protein_coding"
"19782","ENSG00000285292","ABCF2-H2BK1","ABCF2-H2BK1 readthrough","protein_coding"
"19783","ENSG00000285304","","novel protein","protein_coding"
"19784","ENSG00000285329","","novel protein","protein_coding"
"19785","ENSG00000285330","","novel protein","protein_coding"
"19786","ENSG00000285382","","novel protein","protein_coding"
"19787","ENSG00000285404","","novel protein, DEPDC5-YWHAH readthrough","protein_coding"
"19788","ENSG00000285437","POLR2J3","RNA polymerase II subunit J3","protein_coding"
"19789","ENSG00000285444","","novel transcript","protein_coding"
"19790","ENSG00000285446","","novel protein","protein_coding"
"19791","ENSG00000285458","","chromosome 4 open reading frame 36","protein_coding"
"19792","ENSG00000285471","","novel protein","protein_coding"
"19793","ENSG00000285472","OR4M2-OT1","OR4M2 overlapping transcript 1","protein_coding"
"19794","ENSG00000285480","H2BK1","H2B.K variant histone 1","protein_coding"
"19795","ENSG00000285505","","novel protein, ATP1A3-RABAC1 readthrough","protein_coding"
"19796","ENSG00000285508","","novel protein","protein_coding"
"19797","ENSG00000285509","TBCEL-TECTA","TBCEL-TECTA readthrough","protein_coding"
"19798","ENSG00000285526","","novel protein","protein_coding"
"19799","ENSG00000285528","","novel protein","protein_coding"
"19800","ENSG00000285542","","novel protein, PPM1B-SLC3A1 readthrough","protein_coding"
"19801","ENSG00000285547","","novel protein","protein_coding"
"19802","ENSG00000285558","","novel protein","protein_coding"
"19803","ENSG00000285566","","novel keratin-associated protein","protein_coding"
"19804","ENSG00000285585","","novel protein","protein_coding"
"19805","ENSG00000285589","","novel transcript","protein_coding"
"19806","ENSG00000285602","","novel protein","protein_coding"
"19807","ENSG00000285607","FAM90A9","family with sequence similarity 90 member A9","protein_coding"
"19808","ENSG00000285620","FAM90A16","family with sequence similarity 90 member A16","protein_coding"
"19809","ENSG00000285625","","novel protein","protein_coding"
"19810","ENSG00000285629","","novel transcript","protein_coding"
